hospital_id,total_treatments,total_treatments_label,nursing_quotient,nursing_quotient_label,nursing_count,provider_type,bed_count,semi_residential_count,emergency_service
771831,11929,viele,50.38,mittel,247,öffentlich,308,5,Stufe 1 - Basisnotfallversorgung
771833,27090,sehr viele,52.51,mittel,439,öffentlich,634,2,Stufe 2 - Erweiterte Notfallversorgung
771834,3116,wenige,52.54,mittel,52,öffentlich,122,0,Stufe 1 - Basisnotfallversorgung
771835,44941,sehr viele,50.06,mittel,876,privat,1073,2,Stufe 3 - Umfassende Notfallversorgung
771836,6639,mittel,62.14,weit unterdurchschnittlich,106,öffentlich,178,0,Stufe 1 - Basisnotfallversorgung
771837,4054,wenige,75.54,weit unterdurchschnittlich,56,öffentlich,144,0,Stufe 1 - Basisnotfallversorgung
771839,23351,sehr viele,43.99,überdurchschnittlich,505,privat,629,0,Stufe 3 - Umfassende Notfallversorgung
771840,7422,mittel,56.11,unterdurchschnittlich,119,freigemeinnützig,165,0,Stufe 1 - Basisnotfallversorgung
771841,5031,wenige,65.36,weit unterdurchschnittlich,164,privat,204,0,Stufe 1 - Basisnotfallversorgung
771842,17137,sehr viele,62.5,weit unterdurchschnittlich,267,freigemeinnützig,387,0,Stufe 3 - Umfassende Notfallversorgung
771843,18351,sehr viele,55.59,unterdurchschnittlich,319,privat,0,0,Stufe 3 - Umfassende Notfallversorgung
771847,3063,wenige,45.5,überdurchschnittlich,58,öffentlich,124,0,Stufe 1 - Basisnotfallversorgung
771848,17493,sehr viele,51.52,mittel,262,öffentlich,472,0,Stufe 2 - Erweiterte Notfallversorgung
771849,4879,wenige,49.74,mittel,59,privat,135,0,Stufe 1 - Basisnotfallversorgung
771850,12012,viele,71.34,weit unterdurchschnittlich,123,freigemeinnützig,214,0,Stufe 1 - Basisnotfallversorgung
771851,17851,sehr viele,54.18,unterdurchschnittlich,278,freigemeinnützig,352,0,Stufe 1 - Basisnotfallversorgung
771852,5545,mittel,72.3,weit unterdurchschnittlich,101,freigemeinnützig,164,0,Stufe 1 - Basisnotfallversorgung
771854,17857,sehr viele,51.4,mittel,266,freigemeinnützig,407,0,Stufe 2 - Erweiterte Notfallversorgung
771855,2570,wenige,47.66,überdurchschnittlich,72,freigemeinnützig,135,0,Keine Teilnahme an einer Notfallstufe.
771856,2597,wenige,48.29,überdurchschnittlich,64,privat,125,0,Stufe 1 - Basisnotfallversorgung
771860,4027,wenige,37.09,weit überdurchschnittlich,74,freigemeinnützig,112,15,Keine Teilnahme an einer Notfallstufe.
771861,7719,mittel,53.98,unterdurchschnittlich,160,öffentlich,245,2,Stufe 1 - Basisnotfallversorgung
771862,11409,viele,53.75,unterdurchschnittlich,187,öffentlich,254,0,Stufe 2 - Erweiterte Notfallversorgung
771872,4146,wenige,49.04,überdurchschnittlich,73,freigemeinnützig,110,0,Keine Teilnahme an einer Notfallstufe.
771873,4662,wenige,69.41,weit unterdurchschnittlich,66,freigemeinnützig,113,0,Stufe 1 - Basisnotfallversorgung
771874,968,sehr wenige,75.43,weit unterdurchschnittlich,37,privat,75,0,Keine Teilnahme an einer Notfallstufe.
771875,486,sehr wenige,51.15,mittel,106,privat,75,0,Keine Teilnahme an einer Notfallstufe.
771876,21620,sehr viele,52.96,mittel,409,öffentlich,577,12,Stufe 3 - Umfassende Notfallversorgung
771877,1067,sehr wenige,49.95,mittel,48,öffentlich,116,0,Keine Teilnahme an einer Notfallstufe.
771878,10478,viele,46.97,überdurchschnittlich,181,öffentlich,261,0,Stufe 1 - Basisnotfallversorgung
771887,5583,mittel,44.15,überdurchschnittlich,129,freigemeinnützig,203,15,Stufe 1 - Basisnotfallversorgung
771888,13183,viele,42.73,weit überdurchschnittlich,276,privat,319,0,Stufe 2 - Erweiterte Notfallversorgung
771889,18883,sehr viele,54.59,unterdurchschnittlich,341,freigemeinnützig,476,10,Stufe 2 - Erweiterte Notfallversorgung
771890,3866,wenige,59.07,weit unterdurchschnittlich,53,freigemeinnützig,110,0,Stufe 1 - Basisnotfallversorgung
771891,17232,sehr viele,43.7,überdurchschnittlich,284,freigemeinnützig,316,0,Stufe 2 - Erweiterte Notfallversorgung
771892,9246,viele,59.83,weit unterdurchschnittlich,181,freigemeinnützig,237,20,Stufe 1 - Basisnotfallversorgung
771893,9380,viele,48.27,überdurchschnittlich,196,freigemeinnützig,211,0,Stufe 1 - Basisnotfallversorgung
771896,3480,wenige,33.44,weit überdurchschnittlich,70,öffentlich,100,0,Keine Teilnahme an einer Notfallstufe.
771897,8867,mittel,52.3,mittel,199,öffentlich,303,0,Stufe 2 - Erweiterte Notfallversorgung
771899,7705,mittel,58.23,unterdurchschnittlich,198,öffentlich,268,0,Stufe 2 - Erweiterte Notfallversorgung
771900,6595,mittel,41.78,weit überdurchschnittlich,127,freigemeinnützig,260,0,Keine Teilnahme an einer Notfallstufe.
771901,7962,mittel,45.45,überdurchschnittlich,251,privat,229,0,Stufe 1 - Basisnotfallversorgung
771902,852,sehr wenige,77.01,weit unterdurchschnittlich,175,privat,154,0,Keine Teilnahme an einer Notfallstufe.
771903,18141,sehr viele,61.52,weit unterdurchschnittlich,341,freigemeinnützig,503,0,Stufe 2 - Erweiterte Notfallversorgung
771904,6832,mittel,40.61,weit überdurchschnittlich,112,freigemeinnützig,164,0,Stufe 1 - Basisnotfallversorgung
771905,5743,mittel,63.8,weit unterdurchschnittlich,98,freigemeinnützig,152,0,Stufe 1 - Basisnotfallversorgung
771906,5044,wenige,53.68,unterdurchschnittlich,75,freigemeinnützig,118,0,Stufe 1 - Basisnotfallversorgung
771907,3239,wenige,52.33,mittel,169,freigemeinnützig,158,40,Keine Teilnahme an einer Notfallstufe.
771908,1922,wenige,58.01,unterdurchschnittlich,75,freigemeinnützig,99,20,Keine Teilnahme an einer Notfallstufe.
771909,905,sehr wenige,41.26,weit überdurchschnittlich,7,privat,15,0,Keine Teilnahme an einer Notfallstufe.
771910,6828,mittel,56.26,unterdurchschnittlich,100,privat,110,0,Stufe 1 - Basisnotfallversorgung
771911,1913,wenige,62.4,weit unterdurchschnittlich,66,privat,65,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
771912,2290,wenige,52.59,mittel,59,privat,120,0,Keine Teilnahme an einer Notfallstufe.
771913,1518,sehr wenige,36.93,weit überdurchschnittlich,18,privat,16,0,Keine Teilnahme an einer Notfallstufe.
771915,19667,sehr viele,40.09,weit überdurchschnittlich,414,freigemeinnützig,448,15,Stufe 2 - Erweiterte Notfallversorgung
771916,713,sehr wenige,54.41,unterdurchschnittlich,32,freigemeinnützig,51,0,Keine Teilnahme an einer Notfallstufe.
771917,23387,sehr viele,45.53,überdurchschnittlich,451,privat,426,33,Stufe 2 - Erweiterte Notfallversorgung
771918,6686,mittel,35.49,weit überdurchschnittlich,161,freigemeinnützig,185,0,Stufe 1 - Basisnotfallversorgung
771919,1544,sehr wenige,145.69,weit unterdurchschnittlich,31,privat,120,0,Keine Teilnahme an einer Notfallstufe.
771920,364,sehr wenige,55.01,unterdurchschnittlich,16,privat,25,0,Keine Teilnahme an einer Notfallstufe.
771921,344,sehr wenige,36.44,weit überdurchschnittlich,11,privat,20,0,Keine Teilnahme an einer Notfallstufe.
771922,3619,wenige,31.38,weit überdurchschnittlich,64,freigemeinnützig,67,0,Keine Teilnahme an einer Notfallstufe.
771923,19423,sehr viele,58.88,unterdurchschnittlich,586,öffentlich,521,0,Stufe 3 - Umfassende Notfallversorgung
771924,19911,sehr viele,50.0,mittel,352,freigemeinnützig,429,16,Stufe 2 - Erweiterte Notfallversorgung
771930,28452,sehr viele,59.13,weit unterdurchschnittlich,565,öffentlich,640,21,Stufe 3 - Umfassende Notfallversorgung
771933,3966,wenige,66.91,weit unterdurchschnittlich,74,öffentlich,143,0,Stufe 1 - Basisnotfallversorgung
771934,4365,wenige,54.73,unterdurchschnittlich,59,öffentlich,95,0,Stufe 1 - Basisnotfallversorgung
771935,5299,mittel,64.25,weit unterdurchschnittlich,91,freigemeinnützig,190,0,Stufe 1 - Basisnotfallversorgung
771936,30941,sehr viele,48.26,überdurchschnittlich,746,öffentlich,631,40,Stufe 2 - Erweiterte Notfallversorgung
771937,10783,viele,61.62,weit unterdurchschnittlich,150,freigemeinnützig,228,0,Stufe 1 - Basisnotfallversorgung
771938,11157,viele,57.33,unterdurchschnittlich,191,freigemeinnützig,245,5,Stufe 1 - Basisnotfallversorgung
771939,17416,sehr viele,54.57,unterdurchschnittlich,284,freigemeinnützig,503,0,Stufe 2 - Erweiterte Notfallversorgung
771941,22738,sehr viele,53.95,unterdurchschnittlich,437,freigemeinnützig,699,3,Stufe 3 - Umfassende Notfallversorgung
771942,15674,viele,60.05,weit unterdurchschnittlich,349,privat,472,6,Stufe 2 - Erweiterte Notfallversorgung
771943,1076,sehr wenige,26.11,weit überdurchschnittlich,11,privat,24,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
771944,5806,mittel,48.34,überdurchschnittlich,87,privat,151,0,Stufe 1 - Basisnotfallversorgung
771949,4813,wenige,61.96,weit unterdurchschnittlich,73,freigemeinnützig,103,0,Stufe 1 - Basisnotfallversorgung
771950,3955,wenige,58.66,unterdurchschnittlich,47,freigemeinnützig,85,0,Stufe 1 - Basisnotfallversorgung
771951,12165,viele,49.1,mittel,226,öffentlich,235,0,Stufe 1 - Basisnotfallversorgung
771952,5983,mittel,50.49,mittel,98,öffentlich,130,0,Stufe 1 - Basisnotfallversorgung
771953,11588,viele,45.3,überdurchschnittlich,222,öffentlich,277,0,Stufe 1 - Basisnotfallversorgung
771954,10949,viele,42.32,weit überdurchschnittlich,215,öffentlich,224,0,Stufe 1 - Basisnotfallversorgung
771955,14544,viele,55.08,unterdurchschnittlich,222,freigemeinnützig,315,0,Stufe 2 - Erweiterte Notfallversorgung
771956,28890,sehr viele,53.42,mittel,565,freigemeinnützig,664,20,Stufe 3 - Umfassende Notfallversorgung
771957,9367,viele,44.05,überdurchschnittlich,146,privat,236,15,Stufe 1 - Basisnotfallversorgung
771959,4649,wenige,32.07,weit überdurchschnittlich,89,privat,211,0,Stufe 1 - Basisnotfallversorgung
771960,10903,viele,47.17,überdurchschnittlich,184,privat,273,0,Stufe 1 - Basisnotfallversorgung
771961,10889,viele,59.89,weit unterdurchschnittlich,168,öffentlich,296,0,Stufe 1 - Basisnotfallversorgung
771962,16641,sehr viele,62.36,weit unterdurchschnittlich,246,öffentlich,409,0,Stufe 2 - Erweiterte Notfallversorgung
771964,11458,viele,55.23,unterdurchschnittlich,188,freigemeinnützig,292,0,Stufe 1 - Basisnotfallversorgung
771965,7081,mittel,35.11,weit überdurchschnittlich,153,freigemeinnützig,187,0,Stufe 1 - Basisnotfallversorgung
771966,710,sehr wenige,48.01,überdurchschnittlich,40,öffentlich,25,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
771967,50156,sehr viele,49.62,mittel,1.455,öffentlich,1233,17,Stufe 3 - Umfassende Notfallversorgung
771968,4407,wenige,45.14,überdurchschnittlich,62,privat,100,0,Stufe 1 - Basisnotfallversorgung
771970,6509,mittel,34.27,weit überdurchschnittlich,137,privat,175,12,Stufe 1 - Basisnotfallversorgung
771971,4256,wenige,47.96,überdurchschnittlich,173,privat,158,0,Keine Information verfügbar.
771972,2204,wenige,60.08,weit unterdurchschnittlich,48,privat,106,0,Keine Teilnahme an einer Notfallstufe.
771973,20163,sehr viele,47.25,überdurchschnittlich,578,privat,629,0,Stufe 3 - Umfassende Notfallversorgung
771974,7684,mittel,37.5,weit überdurchschnittlich,174,freigemeinnützig,202,11,Stufe 1 - Basisnotfallversorgung
771975,6370,mittel,46.49,überdurchschnittlich,106,privat,150,0,Stufe 1 - Basisnotfallversorgung
771976,9327,viele,49.4,mittel,176,freigemeinnützig,309,0,Stufe 1 - Basisnotfallversorgung
771980,27257,sehr viele,56.85,unterdurchschnittlich,394,freigemeinnützig,485,18,Stufe 2 - Erweiterte Notfallversorgung
771981,4931,wenige,47.5,überdurchschnittlich,276,freigemeinnützig,279,13,"Ja, die Notfallstufe ist noch nicht vereinbart."
771982,13146,viele,43.1,überdurchschnittlich,262,privat,352,0,Stufe 2 - Erweiterte Notfallversorgung
771983,3326,wenige,57.31,unterdurchschnittlich,79,freigemeinnützig,77,4,Stufe 1 - Basisnotfallversorgung
771984,22548,sehr viele,45.12,überdurchschnittlich,414,freigemeinnützig,347,0,Stufe 1 - Basisnotfallversorgung
771986,10613,viele,41.82,weit überdurchschnittlich,222,privat,297,8,Stufe 1 - Basisnotfallversorgung
771988,13959,viele,54.66,unterdurchschnittlich,197,freigemeinnützig,310,0,Stufe 2 - Erweiterte Notfallversorgung
771991,16277,sehr viele,53.3,mittel,380,öffentlich,368,12,Stufe 3 - Umfassende Notfallversorgung
771993,2311,wenige,42.95,überdurchschnittlich,20,freigemeinnützig,68,0,Keine Teilnahme an einer Notfallstufe.
771994,5415,mittel,56.6,unterdurchschnittlich,88,freigemeinnützig,198,0,"Ja, die Notfallstufe ist noch nicht vereinbart.
                            
                                
Erläuterung: Erfüllung der Voraussetzungen des Moduls der Spezialversorgung (siehe A-14.3)

Der Standort Lubinus Clinicum (0210) nimmt als Spezialversorger nach § 26 Abs. 2 Ziffer 3 des Beschlusses des G-BA über die Erstfassung der Regelungen zu einem gestuften System von Notfallstrukturen in Krankenhäusern gemäß § 136c Abs. 4 SGB an der strukturierten Notfallversorgung teil."
771995,7605,mittel,48.28,überdurchschnittlich,129,öffentlich,117,0,Stufe 1 - Basisnotfallversorgung
771996,3698,wenige,37.65,weit überdurchschnittlich,59,öffentlich,64,0,Keine Teilnahme an einer Notfallstufe.
771997,10357,viele,55.59,unterdurchschnittlich,197,freigemeinnützig,324,15,Stufe 1 - Basisnotfallversorgung
771998,7482,mittel,53.45,mittel,119,öffentlich,178,0,Stufe 1 - Basisnotfallversorgung
771999,4206,wenige,63.34,weit unterdurchschnittlich,123,freigemeinnützig,174,0,Stufe 1 - Basisnotfallversorgung
772000,12649,viele,57.23,unterdurchschnittlich,247,freigemeinnützig,343,0,Stufe 2 - Erweiterte Notfallversorgung
772003,1902,wenige,56.92,unterdurchschnittlich,29,freigemeinnützig,37,0,Stufe 1 - Basisnotfallversorgung
772005,696,sehr wenige,67.14,weit unterdurchschnittlich,26,freigemeinnützig,40,0,Keine Teilnahme an einer Notfallstufe.
772006,7975,mittel,51.91,mittel,123,freigemeinnützig,202,0,Stufe 1 - Basisnotfallversorgung
772007,1692,sehr wenige,53.14,mittel,46,öffentlich,54,0,Stufe 1 - Basisnotfallversorgung
772008,627,sehr wenige,59.87,weit unterdurchschnittlich,142,privat,85,0,Keine Teilnahme an einer Notfallstufe.
772009,12293,viele,48.91,überdurchschnittlich,281,freigemeinnützig,325,0,Stufe 2 - Erweiterte Notfallversorgung
772015,1475,sehr wenige,26.92,weit überdurchschnittlich,45,freigemeinnützig,80,24,Keine Teilnahme an einer Notfallstufe.
772016,6537,mittel,59.38,weit unterdurchschnittlich,101,freigemeinnützig,167,0,Stufe 1 - Basisnotfallversorgung
772017,853,sehr wenige,79.67,weit unterdurchschnittlich,17,privat,80,0,Keine Teilnahme an einer Notfallstufe.
772018,2599,wenige,46.07,überdurchschnittlich,40,freigemeinnützig,39,0,Keine Teilnahme an einer Notfallstufe.
772019,2432,wenige,53.57,unterdurchschnittlich,40,öffentlich,48,0,Keine Teilnahme an einer Notfallstufe.
772020,116,sehr wenige,145.52,weit unterdurchschnittlich,2,öffentlich,10,0,Keine Teilnahme an einer Notfallstufe.
772023,2845,wenige,29.29,weit überdurchschnittlich,76,privat,105,0,Keine Teilnahme an einer Notfallstufe.
772024,641,sehr wenige,26.99,weit überdurchschnittlich,6,privat,8,0,Stufe 1 - Basisnotfallversorgung
772028,12496,viele,54.97,unterdurchschnittlich,220,öffentlich,258,0,Stufe 1 - Basisnotfallversorgung
772030,9375,viele,44.57,überdurchschnittlich,161,öffentlich,197,0,Keine Teilnahme an einer Notfallstufe.
772032,17092,sehr viele,69.92,weit unterdurchschnittlich,257,öffentlich,380,0,Stufe 2 - Erweiterte Notfallversorgung
772033,7087,mittel,53.24,mittel,154,öffentlich,205,0,Stufe 1 - Basisnotfallversorgung
772034,12611,viele,55.44,unterdurchschnittlich,211,öffentlich,290,0,Stufe 1 - Basisnotfallversorgung
772039,7678,mittel,52.37,mittel,88,öffentlich,183,0,Stufe 1 - Basisnotfallversorgung
772040,5798,mittel,53.3,mittel,100,öffentlich,182,0,Stufe 1 - Basisnotfallversorgung
772041,67862,sehr viele,37.27,weit überdurchschnittlich,1.573,öffentlich,1268,66,Stufe 3 - Umfassende Notfallversorgung
772045,13025,viele,46.58,überdurchschnittlich,201,freigemeinnützig,245,0,Stufe 2 - Erweiterte Notfallversorgung
772046,1055,sehr wenige,96.86,weit unterdurchschnittlich,15,privat,68,5,"Ja, die Notfallstufe ist noch nicht vereinbart."
772047,2618,wenige,30.72,weit überdurchschnittlich,43,privat,60,0,Keine Teilnahme an einer Notfallstufe.
772048,48463,sehr viele,62.11,weit unterdurchschnittlich,684,öffentlich,948,0,Stufe 3 - Umfassende Notfallversorgung
772049,11148,viele,50.85,mittel,220,freigemeinnützig,373,0,Stufe 1 - Basisnotfallversorgung
772050,6436,mittel,57.77,unterdurchschnittlich,129,freigemeinnützig,189,0,Stufe 1 - Basisnotfallversorgung
772051,12871,viele,50.11,mittel,242,freigemeinnützig,321,10,Stufe 2 - Erweiterte Notfallversorgung
772052,3952,wenige,48.63,überdurchschnittlich,118,freigemeinnützig,181,10,Stufe 1 - Basisnotfallversorgung
772053,49166,sehr viele,60.7,weit unterdurchschnittlich,832,öffentlich,983,107,Stufe 3 - Umfassende Notfallversorgung
772054,3416,wenige,65.37,weit unterdurchschnittlich,33,öffentlich,74,0,Stufe 3 - Umfassende Notfallversorgung
772059,2019,wenige,62.3,weit unterdurchschnittlich,35,freigemeinnützig,55,0,Stufe 1 - Basisnotfallversorgung
772060,1666,sehr wenige,72.77,weit unterdurchschnittlich,3,privat,12,0,Keine Teilnahme an einer Notfallstufe.
772061,17904,sehr viele,55.07,unterdurchschnittlich,289,freigemeinnützig,401,0,Stufe 2 - Erweiterte Notfallversorgung
772062,6586,mittel,55.75,unterdurchschnittlich,79,privat,124,0,Stufe 1 - Basisnotfallversorgung
772063,2152,wenige,33.23,weit überdurchschnittlich,22,privat,20,0,Keine Teilnahme an einer Notfallstufe.
772064,6593,mittel,53.15,mittel,88,öffentlich,91,0,Stufe 2 - Erweiterte Notfallversorgung
772065,1238,sehr wenige,31.9,weit überdurchschnittlich,21,privat,16,0,Keine Teilnahme an einer Notfallstufe.
772066,17756,sehr viele,47.63,überdurchschnittlich,466,freigemeinnützig,439,0,Stufe 2 - Erweiterte Notfallversorgung
772067,14520,viele,52.77,mittel,251,öffentlich,331,0,Stufe 2 - Erweiterte Notfallversorgung
772069,1558,sehr wenige,35.01,weit überdurchschnittlich,102,freigemeinnützig,72,15,Keine Teilnahme an einer Notfallstufe.
772070,2882,wenige,38.74,weit überdurchschnittlich,50,privat,105,0,Keine Teilnahme an einer Notfallstufe.
772071,15634,viele,57.04,unterdurchschnittlich,212,öffentlich,325,0,Stufe 2 - Erweiterte Notfallversorgung
772072,9716,viele,50.77,mittel,155,öffentlich,215,0,Stufe 1 - Basisnotfallversorgung
772073,23109,sehr viele,58.77,unterdurchschnittlich,490,öffentlich,577,32,Stufe 3 - Umfassende Notfallversorgung
772074,7967,mittel,43.31,überdurchschnittlich,127,öffentlich,203,10,Stufe 2 - Erweiterte Notfallversorgung
772075,12667,viele,46.04,überdurchschnittlich,246,freigemeinnützig,268,0,Stufe 1 - Basisnotfallversorgung
772076,1053,sehr wenige,40.74,weit überdurchschnittlich,5,privat,6,0,Keine Teilnahme an einer Notfallstufe.
772078,16970,sehr viele,54.8,unterdurchschnittlich,259,freigemeinnützig,378,0,Stufe 1 - Basisnotfallversorgung
772079,16295,sehr viele,49.06,überdurchschnittlich,246,freigemeinnützig,275,0,Stufe 2 - Erweiterte Notfallversorgung
772080,13987,viele,44.98,überdurchschnittlich,312,privat,325,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
772081,577,sehr wenige,35.73,weit überdurchschnittlich,23,privat,47,10,Stufe 1 - Basisnotfallversorgung
772083,14338,viele,56.36,unterdurchschnittlich,207,freigemeinnützig,356,0,Stufe 2 - Erweiterte Notfallversorgung
772084,2824,wenige,49.84,mittel,46,freigemeinnützig,105,10,Keine Teilnahme an einer Notfallstufe.
772085,8449,mittel,50.57,mittel,146,freigemeinnützig,200,0,Stufe 1 - Basisnotfallversorgung
772087,2527,wenige,59.05,weit unterdurchschnittlich,64,freigemeinnützig,125,0,Keine Teilnahme an einer Notfallstufe.
772088,20888,sehr viele,45.86,überdurchschnittlich,374,freigemeinnützig,421,0,Stufe 2 - Erweiterte Notfallversorgung
772089,15048,viele,50.48,mittel,220,freigemeinnützig,316,0,Stufe 1 - Basisnotfallversorgung
772090,8465,mittel,43.49,überdurchschnittlich,120,freigemeinnützig,163,0,Stufe 1 - Basisnotfallversorgung
772091,8004,mittel,51.94,mittel,108,freigemeinnützig,181,0,Stufe 1 - Basisnotfallversorgung
772094,16452,sehr viele,52.1,mittel,215,freigemeinnützig,316,0,Stufe 2 - Erweiterte Notfallversorgung
772095,1645,sehr wenige,64.43,weit unterdurchschnittlich,47,freigemeinnützig,70,15,Keine Teilnahme an einer Notfallstufe.
772096,8945,mittel,50.34,mittel,137,privat,211,0,Stufe 1 - Basisnotfallversorgung
772097,3036,wenige,50.22,mittel,46,privat,66,0,Keine Teilnahme an einer Notfallstufe.
772098,9337,viele,44.12,überdurchschnittlich,160,freigemeinnützig,223,0,Stufe 2 - Erweiterte Notfallversorgung
772099,27176,sehr viele,46.62,überdurchschnittlich,605,freigemeinnützig,546,12,Stufe 2 - Erweiterte Notfallversorgung
772113,18867,sehr viele,60.34,weit unterdurchschnittlich,342,öffentlich,386,0,Stufe 2 - Erweiterte Notfallversorgung
772114,7407,mittel,38.87,weit überdurchschnittlich,198,privat,145,5,Stufe 3 - Umfassende Notfallversorgung
772116,8671,mittel,31.54,weit überdurchschnittlich,114,freigemeinnützig,130,0,Stufe 1 - Basisnotfallversorgung
772117,1971,wenige,49.53,mittel,44,privat,95,10,Keine Teilnahme an einer Notfallstufe.
772118,3026,wenige,40.72,weit überdurchschnittlich,66,privat,100,0,Stufe 1 - Basisnotfallversorgung
772119,7871,mittel,46.57,überdurchschnittlich,175,freigemeinnützig,206,0,Stufe 1 - Basisnotfallversorgung
772120,4869,wenige,45.77,überdurchschnittlich,155,freigemeinnützig,227,0,Stufe 1 - Basisnotfallversorgung
772121,31503,sehr viele,45.32,überdurchschnittlich,711,öffentlich,611,0,Stufe 3 - Umfassende Notfallversorgung
772122,6571,mittel,36.86,weit überdurchschnittlich,119,privat,170,0,Stufe 1 - Basisnotfallversorgung
772124,8139,mittel,55.74,unterdurchschnittlich,153,öffentlich,222,0,Stufe 1 - Basisnotfallversorgung
772125,18443,sehr viele,55.2,unterdurchschnittlich,351,öffentlich,479,4,Stufe 1 - Basisnotfallversorgung
772127,8867,mittel,45.92,überdurchschnittlich,205,öffentlich,196,0,Stufe 1 - Basisnotfallversorgung
772128,10831,viele,44.95,überdurchschnittlich,226,öffentlich,236,0,Stufe 2 - Erweiterte Notfallversorgung
772129,1337,sehr wenige,42.91,weit überdurchschnittlich,9,privat,36,0,Keine Teilnahme an einer Notfallstufe.
772130,4082,wenige,37.8,weit überdurchschnittlich,39,freigemeinnützig,70,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
772131,1880,wenige,46.14,überdurchschnittlich,121,privat,93,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
772132,1078,sehr wenige,57.71,unterdurchschnittlich,261,freigemeinnützig,142,0,Keine Teilnahme an einer Notfallstufe.
772133,9474,viele,46.51,überdurchschnittlich,246,freigemeinnützig,320,0,Stufe 1 - Basisnotfallversorgung
772134,2597,wenige,34.48,weit überdurchschnittlich,47,öffentlich,67,0,Keine Teilnahme an einer Notfallstufe.
772139,10494,viele,51.05,mittel,175,öffentlich,208,0,Stufe 1 - Basisnotfallversorgung
772141,10617,viele,44.98,überdurchschnittlich,272,freigemeinnützig,317,0,Stufe 1 - Basisnotfallversorgung
772142,6402,mittel,50.57,mittel,105,privat,136,2,Stufe 1 - Basisnotfallversorgung
772143,48177,sehr viele,49.2,mittel,979,öffentlich,872,27,Stufe 3 - Umfassende Notfallversorgung
772144,1109,sehr wenige,44.35,überdurchschnittlich,13,öffentlich,31,0,Keine Teilnahme an einer Notfallstufe.
772145,35720,sehr viele,49.1,mittel,715,öffentlich,830,15,Stufe 3 - Umfassende Notfallversorgung
772147,7326,mittel,54.4,unterdurchschnittlich,37,privat,60,0,Keine Teilnahme an einer Notfallstufe.
772148,10914,viele,51.95,mittel,227,öffentlich,306,0,Stufe 2 - Erweiterte Notfallversorgung
772149,2178,wenige,48.69,überdurchschnittlich,49,öffentlich,122,0,Keine Teilnahme an einer Notfallstufe.
772150,2281,wenige,43.17,überdurchschnittlich,56,öffentlich,71,0,Keine Teilnahme an einer Notfallstufe.
772151,9184,viele,51.26,mittel,155,freigemeinnützig,261,0,Stufe 1 - Basisnotfallversorgung
772152,5433,mittel,44.34,überdurchschnittlich,103,öffentlich,140,0,Stufe 1 - Basisnotfallversorgung
772154,9935,viele,40.21,weit überdurchschnittlich,132,öffentlich,195,0,Stufe 3 - Umfassende Notfallversorgung
772156,5108,wenige,59.84,weit unterdurchschnittlich,75,freigemeinnützig,137,0,Stufe 1 - Basisnotfallversorgung
772157,131,sehr wenige,23.39,weit überdurchschnittlich,1,öffentlich,3,0,Keine Teilnahme an einer Notfallstufe.
772158,7351,mittel,138.62,weit unterdurchschnittlich,47,öffentlich,112,0,Stufe 1 - Basisnotfallversorgung
772159,4501,wenige,35.4,weit überdurchschnittlich,43,freigemeinnützig,90,0,Keine Teilnahme an einer Notfallstufe.
772160,4146,wenige,45.31,überdurchschnittlich,92,privat,118,0,Stufe 1 - Basisnotfallversorgung
772161,576,sehr wenige,57.82,unterdurchschnittlich,29,freigemeinnützig,46,2,Keine Teilnahme an einer Notfallstufe.
772165,5987,mittel,51.14,mittel,102,öffentlich,157,0,Stufe 1 - Basisnotfallversorgung
772166,10834,viele,44.3,überdurchschnittlich,204,freigemeinnützig,254,0,Stufe 1 - Basisnotfallversorgung
772167,3709,wenige,54.59,unterdurchschnittlich,66,freigemeinnützig,143,0,Stufe 1 - Basisnotfallversorgung
772169,3815,wenige,41.95,weit überdurchschnittlich,54,privat,83,0,Stufe 1 - Basisnotfallversorgung
772170,9994,viele,42.05,weit überdurchschnittlich,284,öffentlich,364,0,Stufe 2 - Erweiterte Notfallversorgung
772171,15617,viele,46.09,überdurchschnittlich,242,öffentlich,292,0,Stufe 1 - Basisnotfallversorgung
772173,5551,mittel,66.23,weit unterdurchschnittlich,87,öffentlich,122,0,Stufe 1 - Basisnotfallversorgung
772174,17494,sehr viele,55.18,unterdurchschnittlich,346,öffentlich,443,16,Stufe 2 - Erweiterte Notfallversorgung
772176,23236,sehr viele,56.07,unterdurchschnittlich,393,freigemeinnützig,505,0,Stufe 3 - Umfassende Notfallversorgung
772177,7270,mittel,39.61,weit überdurchschnittlich,138,freigemeinnützig,154,0,Stufe 1 - Basisnotfallversorgung
772178,2480,wenige,44.18,überdurchschnittlich,101,öffentlich,94,0,Keine Teilnahme an einer Notfallstufe.
772183,241,sehr wenige,70.21,weit unterdurchschnittlich,2,öffentlich,6,0,Keine Teilnahme an einer Notfallstufe.
772184,476,sehr wenige,56.98,unterdurchschnittlich,96,privat,52,0,Stufe 2 - Erweiterte Notfallversorgung
772185,225,sehr wenige,0.0,weit überdurchschnittlich,0,öffentlich,7,0,Keine Teilnahme an einer Notfallstufe.
