name,street,city,zip,phone,mail,beds_number,latitude,longitude,link,hospital_id,federal_state_code
Rhein-Mosel-Fachklinik,Vulkanstraße 58,Andernach,56626,+49 (0)2632/407-0,info@rmf.landeskrankenhaus.de,59,50.428970325021,7.397550433866,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772551/,772551,RP
Diakonie Krankenhaus Kreuznacher Diakonie,Ringstraße 64,Bad Kreuznach,55543,+49 (0)671/6050,info@kreuznacherdiakonie.de,342,49.836813030632,7.863286323845,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772554/,772554,RP
Ev. Diakonissenkrankenhaus Leipzig,Georg-Schwarz-Straße 49,Leipzig,04177,+49 (0)341/444,info@diako-leipzig.de,261,51.34312397146,12.320682585223,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772555/,772555,SN
Schön Klinik München Harlaching,Harlachinger Straße 51,München,81547,+49 (0)89/6211-0,klinikmuenchenharlaching@schoen-klinik.de,182,48.104062192855,11.566836476359,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772556/,772556,BY
Sankt Gertrauden-Krankenhaus GmbH,Paretzer Straße 12,Berlin,10713,+49 (0)30/8272-0,info@sankt-gertrauden.de,379,52.481244738319,13.317197799879,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772557/,772557,BE
Krankenhaus Buchholz,Steinbecker Straße 44,Buchholz in der Nordheide,21244,+49 (0)4181/13-0,info@krankenhaus-buchholz.de,304,53.333690450089,9.872075200065,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772558/,772558,NI
Klinik Amsee GmbH,Amsee 6,Waren(Müritz),17192,+49 (0)3991/1580,kas-info@jsd.de,61,53.541900008233,12.687936008042,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772559/,772559,MV
AGAPLESION Allgemeines Krankenhaus Hagen Ev. Bethanien Iserlohn gGmbH,Bethanienallee 3,Iserlohn,58644,not reported,not reported,231,51.371162515304,7.693295359595,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772560/,772560,NW
St. Barbara Klinik Hamm GmbH,Am Heessener Wald 1,"Hamm, Westfalen",59073,+49 (0)2381/681-0,info@barbaraklinik.de,348,51.708239818582,7.841748386613,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772561/,772561,NW
Charité Universitätsmedizin Berlin Hauptstandort,Charitéplatz 1,Berlin,10117,+49 (0)30/45050,info@charite.de,796,52.523669697726,13.378229856426,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772563/,772563,BE
Klinikum Kassel,Mönchebergstraße 41-43,"Kassel, Hess",34125,+49 (0)561/980-0,info@klinikum-kassel.de,1010,51.328531782662,9.509486155585,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772565/,772565,HE
Fachklinik für Orthopädie und Schmerztherapie Dr. Muschinsky,Wiesenbek 7-10,Bad Lauterberg,37431,+49 (0)5524/8580,info@Muschinsky.de,32,51.623716810838,10.468864023669,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772570/,772570,NI
St. Anna-Klinik,Obere Waiblinger Str. 101,Stuttgart,70374,+49 (0)711/5202-0,verwaltung@st-anna-klinik.de,85,48.807101938159,9.230176985247,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772571/,772571,BW
St. Anna Klinik Löningen,St. Annen Straße 9,Löningen,49624,+49 (0)5432/969-0,info@anna-klinik.de,112,52.734531165591,7.754152536327,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772572/,772572,NI
Sophienklinik GmbH,Bischofsholer Damm 160,Hannover,30173,+49 (0)511/3667-0,info@sophienklinik.de,117,52.362268389496,9.777482271129,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772573/,772573,NI
Rheinhessen-Fachklinik,Dautenheimer Landstraße 66,Alzey,55232,+49 (0)6731/50-0,info@rheinhessen-fachklinik-alzey.de,100,49.742614664149,8.129859745486,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772577/,772577,RP
Städtisches Klinikum Lüneburg gGmbH,Bögelstraße 1,Lüneburg,21339,+49 (0)4131/77-0,info@klinikum-lueneburg.de,543,53.240542712471,10.395881133154,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772578/,772578,NI
Geriatrische Fachklinik Rheinhessen-Nahe,Berliner Straße 63-65,Bad Kreuznach,55583,+49 (0)6708/620-0,info@gfk.landeskrankenhaus.de,52,49.810844914876,7.846141560003,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772579/,772579,RP
Asklepios Klinik Barmbek,Rübenkamp 220,Hamburg,22307,+49 (0)40/1818-0,info.barmbek@asklepios.com,645,53.606101108168,10.035914182663,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772584/,772584,HH
Klinikum Konstanz GmbH,Mainaustraße 35,Konstanz,78464,+49 (0)7531/801-0,info@glkn.de,388,47.671434693748,9.188467025888,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772585/,772585,BW
Asklepios Klinik Seligenstadt,Dudenhöfer Straße 9,"Seligenstadt, Hess",63500,+49 (0)6182/83-0,seligenstadt@asklepios.com,205,50.041686138228,8.964987516338,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772588/,772588,HE
St. Josef-Stift Sendenhorst,Westtor 7,Sendenhorst,48324,+49 (0)2526/300-0,verwaltung@st-josef-stift.de,361,51.843295118366,7.821974873559,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772589/,772589,NW
St. Annastiftskrankenhaus Ludwigshafen,Karolina-Burger-Straße 51,Ludwigshafen am Rhein,67065,+49 (0)621/5702-0,info@st-marienkrankenhaus.de,48,49.463159182292,8.430341559524,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772590/,772590,RP
St. Marienkrankenhaus Ludwigshafen,Salzburger Straße 15,Ludwigshafen am Rhein,67067,+49 (0)621/5501-0,info@st-marienkrankenhaus.de,356,49.458123742438,8.408190697219,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772591/,772591,RP
Vitanas GmbH & Co. KGaA Klinik & Tagesklinik für Geriatrie,Senftenberger Ring 51,Berlin,13435,+49 (0)30/40057-0,kfg@vitanas.de,90,52.60487848653,13.355978250438,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772592/,772592,BE
Helios St. Elisabeth Klinik Hünfeld,Schillerstraße 22,Hünfeld,36088,+49 (0)6652/9870,info.huenfeld@helios-kliniken.de,158,50.663193248511,9.767075300151,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772593/,772593,HE
Helios Klinik Oberwald Grebenhain,An den Mühlwiesen 14-17,Grebenhain,36355,+49 (0)6644/890,info.grebenhain@helios-kliniken.de,70,50.486564916296,9.309965461484,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772594/,772594,HE
Paracelsus Klinik Golzheim,Friedrich-Lau-Straße 11,Düsseldorf,40474,+49 (0)211/4386-0,info@golzheim.pkd.de,84,51.254307612708,6.759437084329,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772595/,772595,NW
Klinikum Hochsauerland GmbH St. Walburga-Krankenhaus,Schederweg 12,Meschede,59872,+49 (0)291/2020,info@klinikum-hochsauerland.de,221,51.342984070712,8.288781434289,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772596/,772596,NW
Klinikum Hochsauerland GmbH Karolinen-Hospital,Stolte Ley 5,"Arnsberg, Westfalen",59759,+49 (0)2932/9520,info@klinikum-hochsauerland.de,267,51.426699371377,7.999139472838,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772597/,772597,NW
Klinikum Hochsauerland GmbH St. Johannes-Hospital,Springufer 7,"Arnsberg, Westfalen",59755,+49 (0)2932/9800,info@klinikum-hochsauerland.de,183,51.450287896119,7.963873922808,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772598/,772598,NW
Neurologisches Rehabilitationszentrum Leipzig,Muldentalweg 1,Bennewitz,04828,+49 (0)3425/034258880,nrz@sachsenklinik.de,60,51.349507012367,12.646517336352,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772602/,772602,SN
Helios Klinikum Krefeld gGmbH Krankenhaus St. Josefshospital,Kurfürstenstraße 69,Krefeld-Uerdingen,47829,+49 (0)2151/4520,info.uerdingen@helios-gesundheit.de,182,51.352860684366,6.648099660906,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772603/,772603,NW
Naemi-Wilke-Stift,Dr.-Ayrer-Straße 1,Guben,03172,+49 (0)3561/403-0,info@naemi-wilke-stift.de,151,51.945977756306,14.714145898688,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772604/,772604,BB
Schön Klinik Vogtareuth SE & Co. KG,Krankenhausstraße 20,Vogtareuth,83569,+49 (0)049/8038-900,vog.info@schoen-klinik.de,277,47.948462479834,12.187999606149,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772605/,772605,BY
HELIOS Klinikum Gifhorn GmbH,Campus 6,Gifhorn,38518,+49 (0)5371/870,Rezeption10@helios-gesundheit.de,372,52.496605133344,10.548190569498,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772608/,772608,NI
DRK-Klinik Mettlach für Geriatrie und Rehabilitation,Saaruferstraße 10,Mettlach,66693,+49 (0)6864/88209,doris.duehr@drk-kliniken-saar.de,36,49.495555232265,6.596162714995,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772609/,772609,SL
Krankenhaus Saarlouis vom DRK,Vaubanstraße 25,Saarlouis,66740,+49 (0)6831/1710,info@drk-kliniken-saar.de,243,49.313775044676,6.744250450283,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772610/,772610,SL
Krankenhaus Maria Hilf GmbH,Hospitalstr. 3-7,Warstein,59581,+49 (0)2902/891-0,info@krankenhaus-warstein.de,110,51.44174889685,8.355967283233,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772614/,772614,NW
Universitätsklinikum Köln (AöR) CardioCliniC,Buchforststraße 2,Köln,51103,+49 (0)221/478-0,info@uk-koeln.de,15,50.941207724208,7.008974039099,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772616/,772616,NW
Sternbach-Klinik Schleiz GmbH,Berthold-Schmidt-Straße 7-9,Schleiz,07907,+49 (0)3663/467-0,info@sternbach-klinik-schleiz.de,92,50.576689496252,11.81720566743,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772619/,772619,TH
Luisenkrankenhaus GmbH & Co. KG,Luise-Rainer-Straße 6-10,Düsseldorf,40235,not reported,not reported,18,51.234305746202,6.820706524886,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772620/,772620,NW
"Thüringen Kliniken ""Georgius Agricola"" GmbH Standort  Saalfeld",Rainweg 68,Saalfeld/Saale,07318,+49 (0)3671/54-0,kontakt@thueringen-kliniken.de,416,50.644160833943,11.343892335826,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772621/,772621,TH
Muldentalkliniken GmbH - Gemeinnützige Gesellschaft Krankenhaus Grimma,Kleiststraße 5,Grimma,04668,+49 (0)3437/9378-4000,info@kh-mtl.de,177,51.237705627623,12.717505216533,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772622/,772622,SN
Muldentalkliniken GmbH - Gemeinnützige Gesellschaft Krankenhaus Wurzen,Kutusowstraße 70,Wurzen,04808,+49 (0)3437/9378-3000,info@kh-muldental.de,178,51.378711899064,12.732268094951,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772623/,772623,SN
Regio Kliniken GmbH Klinikum Pinneberg,Fahltskamp 74,Pinneberg,25421,+49 (0)4121/798-9090,info-regiokliniken@sana.de,317,53.654589771865,9.811318659622,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772624/,772624,SH
Regio Kliniken GmbH Klinikum Elmshorn,Agnes-Karll-Allee 17,Elmshorn,25337,+49 (0)4121/798-9090,info-regiokliniken@sana.de,279,53.752510201933,9.681757450235,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772625/,772625,SH
LWL Klinikum Gütersloh,Buxelstraße 50,Gütersloh,33334,+49 (0)5241/502-0,info@lwl-klinik-guetersloh.de,70,51.894589462784,8.351727247173,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772630/,772630,NW
Augenklinik Dr. Hoffmann GmbH,Wolfenbütteler Straße 82,Braunschweig,38102,+49 (0)531/27338-0,verwaltung@augenklinik-dr-hoffmann.de,19,52.255542888855,10.527814149955,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772632/,772632,NI
Artemed Fachklinik Prof. Dr. Dr. Salfeld GmbH & Co. KG,Portastraße 33-35,Bad Oeynhausen,32545,+49 (0)5731/182-0,info-bo@artemed.de,91,52.204141695232,8.804649353224,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772633/,772633,NW
Havelland Kliniken GmbH Klinik Nauen,Ketziner Str. 21,Nauen,14641,+49 (0)3321/42-1000,info.nauen@havelland-kliniken.de,242,52.600538808641,12.875710487497,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772643/,772643,BB
Havelland Kliniken GmbH Klinik Rathenow,Forststraße 45,Rathenow,14712,+49 (0)3385/555-0,info.nauen@havelland-kliniken.de,170,52.60710680269,12.348216533792,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772644/,772644,BB
Klinik für Geriatrie Ratzeburg,Röpersberg 47,Ratzeburg,23909,+49 (0)4541/133700,info@geriatrie-ratzeburg.de,69,53.682451516858,10.769003229216,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772645/,772645,SH
Schön Klinik Düsseldorf SE & Co. KG,Am Heerdter Krankenhaus 2,Düsseldorf,40549,+49 (0)211/567-0,DUS-Empfang@schoen-klinik.de,202,51.231458183679,6.727645182727,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772646/,772646,NW
St. Agatha Fachklinik für Seelische Gesundheit,Feldgärtenstr. 97,Köln,50735,+49 (0)221/7175-0,info@st-agatha-krankenhaus.de,73,50.987307865399,6.960581302774,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772647/,772647,NW
Helios Rhein-Ruhr Klinikum Duisburg Krankenhaus St. Anna,Albertus-Magnus-Str. 33,Duisburg-Huckingen,47259,+49 (0)203/7550,info.anna@helios-gesundheit.de,299,51.364504496386,6.754266858134,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772651/,772651,NW
Helios Rhein-Ruhr Klinikum Duisburg Klinik Duisburg-Homberg,Johannisstr. 21,Duisburg-Homberg,47198,+49 (0)203/7550,info.homberg@helios-gesundheit.de,286,51.453313274264,6.710300087962,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772652/,772652,NW
Asklepios Klinik Langen,Röntgenstraße 20,Langen(Hessen),63225,+49 (0)6103/912-0,langen@asklepios.com,318,49.998422625475,8.683548688823,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772654/,772654,HE
Klinikum Stadt Soest gGmbH,Senator-Schwartz-Ring 8,"Soest, Westfalen",59494,+49 (0)2921/900,info@klinikumstadtsoest.de,304,51.56514471403,8.078618824466,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772657/,772657,NW
Zeisigwaldkliniken Bethanien Chemnitz,Zeisigwaldstraße 101,"Chemnitz, Sachsen",09130,+49 (0)371/430-0,info@bethanien-sachsen.de,307,50.840603646608,12.962685406192,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772659/,772659,SN
Krankenhaus Reinbek St. Adolf-Stift GmbH,Hamburger Straße 41,Reinbek,21465,+49 (0)40/7280-0,info@krankenhaus-reinbek.de,351,53.510301099579,10.241016000591,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772660/,772660,SH
Klinikum Bayreuth GmbH Klinik Hohe Warte,Hohe Warte 8,Bayreuth,95445,+49 (0)921/400-0,poststelle@klinikum-bayreuth.de,336,49.96700357452,11.584785819086,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772661/,772661,BY
Hessenklinik Stadtkrankenhaus Korbach gGmbH,Enser Straße 19,Korbach,34497,+49 (0)5631/569-0,info@krankenhaus-korbach.de,249,51.267262415816,8.870632097121,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772662/,772662,HE
Marienhausklinik St. Josef Kohlhof,Klinikweg 1-5,"Neunkirchen, Saar",66539,+49 (0)6821/363-0,info.koh@marienhaus.de,230,49.317814087963,7.227321624887,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772663/,772663,SL
SRH Krankenhaus Waltershausen-Friedrichroda GmbH,Reinhardsbrunner Straße 17,Friedrichroda,99894,+49 (0)3623/3500,gf.kwf@srh.de,171,50.860803202653,10.560184549395,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772664/,772664,TH
Klinikum Itzehoe,Robert-Koch-Straße 2,Itzehoe,25524,+49 (0)4821/772-0,info@kh-itzehoe.de,563,53.941746464684,9.503403425151,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772665/,772665,SH
Allgemeines Krankenhaus Celle,Siemensplatz 4,Celle,29223,+49 (0)5141/72-0,info@akh-celle.de,437,52.628857876836,10.085253920406,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772671/,772671,NI
Acura Fachklinik GmbH,Robert-Koch-Straße 26,"Albstadt, Württemberg",72461,+49 (0)7432/1690,info@acura-fachklinik.de,55,48.237413898814,9.033842128001,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772672/,772672,BW
St. Vincenz-Krankenhaus GmbH Vincenz,Am Busdorf 2,Paderborn,33098,+49 (0)5251/860,info@vincenz.de,524,51.718585877982,8.759051799807,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772673/,772673,NW
St. Vincenz-Krankenhaus GmbH Josefs,Dr.-Krismann-Straße 12,Salzkotten,33154,+49 (0)5258/86100,info@vincenz.de,160,51.677742949042,8.617554545435,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772674/,772674,NW
Innklinikum Altötting und Mühldorf - Altötting,Vinzenz-von-Paul-Straße 10,Altötting,84503,+49 (0)8671/5091492,info@InnKlinikum.de,405,48.233442539393,12.675835087891,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772675/,772675,BY
Innklinikum Altötting und Mühldorf - Burghausen,Krankenhausstraße 1,"Burghausen, Salzach",84489,+49 (0)8677/880,info@innklinikum.de,110,48.168152076472,12.841664001342,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772676/,772676,BY
Helios Klinik Kiel,Hamburger Chaussee 77,Kiel,24113,+49 (0)431/7206300,Info.Ki@helios-gesundheit.de,60,54.304574592199,10.116556405956,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772677/,772677,SH
AMEOS Klinikum Am Bürgerpark Bremerhaven,Schiffdorfer Chaussee 29,Bremerhaven,27574,+49 (0)049/4711820,info.buergerpark@ameaos.de,164,53.532427902731,8.604313015962,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772678/,772678,HB
Bethesda Krankenhaus Bergedorf gGmbH,Glindersweg 80,Hamburg,21029,+49 (0)40/72554-0,info@bkb.info,267,53.486210224153,10.235927581853,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772680/,772680,HH
Asklepios Klinik St. Georg,Lohmühlenstraße 5,Hamburg,20099,+49 (0)40/1818-852101,g.laudien@asklepios.com,624,53.560321551722,10.016164755507,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772681/,772681,HH
Kreiskrankenhaus St. Ingbert,Klaus-Tussing-Straße 1,St. Ingbert,66386,+49 (0)6894/108-0,info@kkh-geriatrie-igb.de,181,49.290550240755,7.113414645228,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772682/,772682,SL
Evangelisches Krankenhaus Göttingen-Weende gGmbH,An der Lutter 24,"Göttingen, Niedersachs",37075,+49 (0)551/5034-0,kontakt@ekweende.de,347,51.554867818936,9.943659067285,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772684/,772684,NI
Krankenhaus Neu-Mariahilf,Waldweg 9,"Göttingen, Niedersachs",37073,+49 (0)551/5034-0,kontakt@ekweende.de,104,51.541792812927,9.942879617247,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772685/,772685,NI
Helios Klinikum Bonn/Rhein-Sieg,Von-Hompesch-Str. 1,Bonn,53123,+49 (0)228/64810,info.bonn@helios-gesundheit.de,381,50.707350281652,7.031852826476,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772686/,772686,NW
St. Hildegardis Krankenhaus Köln,Bachemer Str. 29-33,Köln,50931,+49 (0)221/4003-0,kh@sthildegardis.de,233,50.931087953294,6.923667099327,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772687/,772687,NW
Einbecker BürgerSpital GmbH,Andershäuser Straße 8,Einbeck,37574,+49 (0)5561/940-0,info@einbecker-buergerspital.de,103,51.833754361615,9.868870139144,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772688/,772688,NI
Deister-Süntel-Klinik,Deisterallee 36,Bad Münder am Deister,31848,+49 (0)5042/602-0,info@dsk-bm.de,58,52.208127711121,9.473372340235,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772689/,772689,NI
AMEOS Klinikum Mitte Bremerhaven,Wiener Straße 1,Bremerhaven,27568,+49 (0)471/48050,info.mitte@bremerhaven.ameos.de,130,53.552164110652,8.575078547001,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772690/,772690,HB
"Helios Klinikum Wuppertal, Standort Barmen",Heusnerstraße 40,Wuppertal,42283,+49 (0)202/8960,info.wuppertal@helios-kliniken.de,877,51.273843532331,7.174430608684,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772691/,772691,NW
"Helios Klinikum Wuppertal, Standort Elberfeld",Arrenberger Straße 20,Wuppertal,42117,+49 (0)202/8969,info.wuppertal@helios-gesundheit.de,150,51.250318847768,7.133939981395,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772692/,772692,NW
"ESB Krankenhaus der Elisabeth-Stiftung, Walter-Bleicker-Platz, 55765 Birkenfeld",Walter-Bleicker-Platz 0,"Birkenfeld, Nahe",55765,not reported,not reported,135,49.645498061923,7.159804522926,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772695/,772695,RP
medius KLINIK OSTFILDERN-RUIT,Hedelfinger Straße 166,Ostfildern,73760,+49 (0)711/4488-0,info.ruit@medius-kliniken.de,280,48.741633665497,9.254379630056,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772696/,772696,BW
Kreiskrankenhaus Greiz GmbH,Wichmannstraße 12,Greiz,07973,+49 (0)3661/46-0,management@hospital-greiz.de,172,50.663519684413,12.197972059184,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772698/,772698,TH
VAMED Klinik Kipfenberg,Konrad-Regler-Straße 1,"Kipfenberg, Oberbayern",85110,+49 (0)8465/1750,info.kipfenberg@vamed-gesundheit.de,135,48.95200937965,11.394290506823,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772701/,772701,BY
Asklepios Klinikum Bad Abbach,Kaiser-Karl-V.-Allee 3,Bad Abbach,93077,+49 (0)9405/18-0,geschaeftsfuehrung.badabbach@asklepios.com,200,48.933065463722,12.037793809072,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772702/,772702,BY
Kliniken Schmieder Heidelberg,Speyererhof 0,"Heidelberg, Neckar",69117,+49 (0)6221/65400,info@Kliniken-Schmieder.de,121,49.39541602295,8.708987429734,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772703/,772703,BW
Kreiskrankenhaus Frankenberg,Forststraße 9,Frankenberg(Eder),35066,+49 (0)6451/55-0,info@krankenhaus-frankenberg.de,191,51.062222506323,8.792190223928,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772704/,772704,HE
medius KLINIKEN KIRCHEIM | NÜRTINGEN KLINIK KIRCHHEIM,Eugenstraße 3,Kirchheim unter Teck,73230,+49 (0)7021/88-0,info@medius-kliniken.de,241,48.652068749627,9.442178785785,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772705/,772705,BW
medius KLINIKEN KIRCHEIM | NÜRTINGEN KLINIK,Auf dem Säer 1,Nürtingen,72622,+49 (0)7022/78-0,info@medius-kliniken.de,335,48.629329537644,9.35669678448,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772706/,772706,BW
St. Elisabeth Krankenhaus Fachklinik für Geriatrie,Bahnhofstraße 19,Lengenfeld unterm Stein,99976,+49 (0)36027/750,Krankenhaus_Lengenfeld@t-online.de,114,51.212994801819,10.219034761178,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772709/,772709,TH
Evangelisches Krankenhaus Luckau gGmbH,Berliner Straße 24,"Luckau, NL",15926,+49 (0)3544/580,Zentrale.LUC@diakonissenhaus.de,137,51.853799621812,13.703354358477,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772710/,772710,BB
Rotkreuzklinik Wertheim gGmbH,Rotkreuzstraße 2,Wertheim am Main,97877,+49 (0)9342/3030,rk-wertheim@swmbrk.de,163,49.760650665997,9.497476019897,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772711/,772711,BW
Eifelklinik St. Brigida,Kammerbruchstraße 8,Simmerath,52152,+49 (0)2473/89-0,info@st-brigida.de,150,50.604975237755,6.301682174271,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772720/,772720,NW
KRH Klinikum Siloah,Stadionbrücke 4,Hannover,30459,+49 (0)511/927-0,Info.Siloah@krh.de,558,52.359367509688,9.72413259743,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772721/,772721,NI
Klinikum Peine,Virchowstraße 8H,Peine,31226,+49 (0)5171/93-0,info@klinikum-peine.de,275,52.301798687817,10.237850155681,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772724/,772724,NI
Dr. Becker Kiliani Klinik - Akut,Schwarzallee 10,Bad Windsheim,91438,+49 (0)9841/930,info.kiliani-klinik@dbkg.de,40,49.50911309534,10.411834895594,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772725/,772725,BY
Krankenhaus Eichhof,Eichhofstraße 1,Lauterbach(Hessen),36341,+49 (0)6641/820,info@eichhof-online.de,197,50.630089032294,9.391265630657,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772726/,772726,HE
AGAPLESION Ev. Bathildiskrankenhaus,Maulbeerallee 4,Bad Pyrmont,31812,+49 (0)5281/99-0,info.bkp@agaplesion.de,243,51.985350926225,9.273886263354,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772727/,772727,NI
Städtisches Krankenhaus Pirmasens gGmbH Standort Rodalben,Kirchbergstraße 14,Rodalben,66976,+49 (0)6331/2510,info@kh-pirmasens.de,101,49.241386513954,7.63412301244,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772728/,772728,RP
Gefäss-Zentrum im Kreis Ahrweiler GmbH,Lindenstraße 7,Bad Neuenahr-Ahrweiler,53474,+49 (0)2641/8080,gz@gefaesszentrum-dr-bauer.de,50,50.543319805612,7.139304399425,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/772729/,772729,RP
